image_path,image_idx
./fruits-360/Training/Peach Flat/198_100.jpg,0
./fruits-360/Training/Peach Flat/177_100.jpg,0
./fruits-360/Training/Peach Flat/218_100.jpg,0
./fruits-360/Training/Peach Flat/r_119_100.jpg,0
./fruits-360/Training/Peach Flat/171_100.jpg,0
./fruits-360/Training/Peach Flat/306_100.jpg,0
./fruits-360/Training/Peach Flat/r_213_100.jpg,0
./fruits-360/Training/Peach Flat/263_100.jpg,0
./fruits-360/Training/Peach Flat/120_100.jpg,0
./fruits-360/Training/Peach Flat/r_194_100.jpg,0
./fruits-360/Training/Peach Flat/r_273_100.jpg,0
./fruits-360/Training/Peach Flat/305_100.jpg,0
./fruits-360/Training/Peach Flat/r_135_100.jpg,0
./fruits-360/Training/Peach Flat/310_100.jpg,0
./fruits-360/Training/Peach Flat/122_100.jpg,0
./fruits-360/Training/Peach Flat/277_100.jpg,0
./fruits-360/Training/Peach Flat/279_100.jpg,0
./fruits-360/Training/Peach Flat/r_166_100.jpg,0
./fruits-360/Training/Peach Flat/r_235_100.jpg,0
./fruits-360/Training/Peach Flat/r_244_100.jpg,0
./fruits-360/Training/Peach Flat/r_219_100.jpg,0
./fruits-360/Training/Peach Flat/145_100.jpg,0
./fruits-360/Training/Peach Flat/118_100.jpg,0
./fruits-360/Training/Peach Flat/r_259_100.jpg,0
./fruits-360/Training/Peach Flat/18_100.jpg,0
./fruits-360/Training/Peach Flat/207_100.jpg,0
./fruits-360/Training/Peach Flat/r_120_100.jpg,0
./fruits-360/Training/Peach Flat/101_100.jpg,0
./fruits-360/Training/Peach Flat/r_214_100.jpg,0
./fruits-360/Training/Peach Flat/r_298_100.jpg,0
./fruits-360/Training/Peach Flat/104_100.jpg,0
./fruits-360/Training/Peach Flat/215_100.jpg,0
./fruits-360/Training/Peach Flat/170_100.jpg,0
./fruits-360/Training/Peach Flat/147_100.jpg,0
./fruits-360/Training/Peach Flat/193_100.jpg,0
./fruits-360/Training/Peach Flat/127_100.jpg,0
./fruits-360/Training/Peach Flat/r_192_100.jpg,0
./fruits-360/Training/Peach Flat/r_234_100.jpg,0
./fruits-360/Training/Peach Flat/189_100.jpg,0
./fruits-360/Training/Peach Flat/r_314_100.jpg,0
./fruits-360/Training/Peach Flat/1_100.jpg,0
./fruits-360/Training/Peach Flat/148_100.jpg,0
./fruits-360/Training/Peach Flat/r_105_100.jpg,0
./fruits-360/Training/Peach Flat/r_249_100.jpg,0
./fruits-360/Training/Peach Flat/r_100_100.jpg,0
./fruits-360/Training/Peach Flat/r_0_100.jpg,0
./fruits-360/Training/Peach Flat/r_124_100.jpg,0
./fruits-360/Training/Peach Flat/r_159_100.jpg,0
./fruits-360/Training/Peach Flat/319_100.jpg,0
./fruits-360/Training/Peach Flat/161_100.jpg,0
./fruits-360/Training/Peach Flat/10_100.jpg,0
./fruits-360/Training/Peach Flat/16_100.jpg,0
./fruits-360/Training/Peach Flat/r_271_100.jpg,0
./fruits-360/Training/Peach Flat/295_100.jpg,0
./fruits-360/Training/Peach Flat/r_238_100.jpg,0
./fruits-360/Training/Peach Flat/29_100.jpg,0
./fruits-360/Training/Peach Flat/r_243_100.jpg,0
./fruits-360/Training/Peach Flat/r_204_100.jpg,0
./fruits-360/Training/Peach Flat/r_215_100.jpg,0
./fruits-360/Training/Peach Flat/217_100.jpg,0
./fruits-360/Training/Peach Flat/103_100.jpg,0
./fruits-360/Training/Peach Flat/226_100.jpg,0
./fruits-360/Training/Peach Flat/r_126_100.jpg,0
./fruits-360/Training/Peach Flat/225_100.jpg,0
./fruits-360/Training/Peach Flat/294_100.jpg,0
./fruits-360/Training/Peach Flat/144_100.jpg,0
./fruits-360/Training/Peach Flat/r_190_100.jpg,0
./fruits-360/Training/Peach Flat/130_100.jpg,0
./fruits-360/Training/Peach Flat/298_100.jpg,0
./fruits-360/Training/Peach Flat/r_295_100.jpg,0
./fruits-360/Training/Peach Flat/r_116_100.jpg,0
./fruits-360/Training/Peach Flat/r_301_100.jpg,0
./fruits-360/Training/Peach Flat/r_280_100.jpg,0
./fruits-360/Training/Peach Flat/r_250_100.jpg,0
./fruits-360/Training/Peach Flat/272_100.jpg,0
./fruits-360/Training/Peach Flat/175_100.jpg,0
./fruits-360/Training/Peach Flat/241_100.jpg,0
./fruits-360/Training/Peach Flat/261_100.jpg,0
./fruits-360/Training/Peach Flat/284_100.jpg,0
./fruits-360/Training/Peach Flat/r_205_100.jpg,0
./fruits-360/Training/Peach Flat/151_100.jpg,0
./fruits-360/Training/Peach Flat/r_183_100.jpg,0
./fruits-360/Training/Peach Flat/r_260_100.jpg,0
./fruits-360/Training/Peach Flat/259_100.jpg,0
./fruits-360/Training/Peach Flat/254_100.jpg,0
./fruits-360/Training/Peach Flat/r_138_100.jpg,0
./fruits-360/Training/Peach Flat/r_277_100.jpg,0
./fruits-360/Training/Peach Flat/r_168_100.jpg,0
./fruits-360/Training/Peach Flat/139_100.jpg,0
./fruits-360/Training/Peach Flat/166_100.jpg,0
./fruits-360/Training/Peach Flat/195_100.jpg,0
./fruits-360/Training/Peach Flat/270_100.jpg,0
./fruits-360/Training/Peach Flat/r_101_100.jpg,0
./fruits-360/Training/Peach Flat/r_22_100.jpg,0
./fruits-360/Training/Peach Flat/r_266_100.jpg,0
./fruits-360/Training/Peach Flat/r_167_100.jpg,0
./fruits-360/Training/Peach Flat/r_185_100.jpg,0
./fruits-360/Training/Peach Flat/r_160_100.jpg,0
./fruits-360/Training/Peach Flat/r_274_100.jpg,0
./fruits-360/Training/Peach Flat/205_100.jpg,0
./fruits-360/Training/Peach Flat/246_100.jpg,0
./fruits-360/Training/Peach Flat/r_197_100.jpg,0
./fruits-360/Training/Peach Flat/255_100.jpg,0
./fruits-360/Training/Peach Flat/264_100.jpg,0
./fruits-360/Training/Peach Flat/r_228_100.jpg,0
./fruits-360/Training/Peach Flat/109_100.jpg,0
./fruits-360/Training/Peach Flat/126_100.jpg,0
./fruits-360/Training/Peach Flat/239_100.jpg,0
./fruits-360/Training/Peach Flat/r_184_100.jpg,0
./fruits-360/Training/Peach Flat/r_157_100.jpg,0
./fruits-360/Training/Peach Flat/r_245_100.jpg,0
./fruits-360/Training/Peach Flat/121_100.jpg,0
./fruits-360/Training/Peach Flat/26_100.jpg,0
./fruits-360/Training/Peach Flat/257_100.jpg,0
./fruits-360/Training/Peach Flat/r_152_100.jpg,0
./fruits-360/Training/Peach Flat/212_100.jpg,0
./fruits-360/Training/Peach Flat/r_199_100.jpg,0
./fruits-360/Training/Peach Flat/112_100.jpg,0
./fruits-360/Training/Peach Flat/r_23_100.jpg,0
./fruits-360/Training/Peach Flat/r_17_100.jpg,0
./fruits-360/Training/Peach Flat/243_100.jpg,0
./fruits-360/Training/Peach Flat/235_100.jpg,0
./fruits-360/Training/Peach Flat/286_100.jpg,0
./fruits-360/Training/Peach Flat/176_100.jpg,0
./fruits-360/Training/Peach Flat/r_28_100.jpg,0
./fruits-360/Training/Peach Flat/114_100.jpg,0
./fruits-360/Training/Peach Flat/187_100.jpg,0
./fruits-360/Training/Peach Flat/r_1_100.jpg,0
./fruits-360/Training/Peach Flat/r_109_100.jpg,0
./fruits-360/Training/Peach Flat/117_100.jpg,0
./fruits-360/Training/Peach Flat/20_100.jpg,0
./fruits-360/Training/Peach Flat/r_292_100.jpg,0
./fruits-360/Training/Peach Flat/204_100.jpg,0
./fruits-360/Training/Peach Flat/19_100.jpg,0
./fruits-360/Training/Peach Flat/290_100.jpg,0
./fruits-360/Training/Peach Flat/r_257_100.jpg,0
./fruits-360/Training/Peach Flat/249_100.jpg,0
./fruits-360/Training/Peach Flat/r_151_100.jpg,0
./fruits-360/Training/Peach Flat/r_302_100.jpg,0
./fruits-360/Training/Peach Flat/268_100.jpg,0
./fruits-360/Training/Peach Flat/247_100.jpg,0
./fruits-360/Training/Peach Flat/271_100.jpg,0
./fruits-360/Training/Peach Flat/r_170_100.jpg,0
./fruits-360/Training/Peach Flat/r_239_100.jpg,0
./fruits-360/Training/Peach Flat/r_171_100.jpg,0
./fruits-360/Training/Peach Flat/15_100.jpg,0
./fruits-360/Training/Peach Flat/r_233_100.jpg,0
./fruits-360/Training/Peach Flat/132_100.jpg,0
./fruits-360/Training/Peach Flat/146_100.jpg,0
./fruits-360/Training/Peach Flat/r_240_100.jpg,0
./fruits-360/Training/Peach Flat/r_231_100.jpg,0
./fruits-360/Training/Peach Flat/r_253_100.jpg,0
./fruits-360/Training/Peach Flat/100_100.jpg,0
./fruits-360/Training/Peach Flat/250_100.jpg,0
./fruits-360/Training/Peach Flat/318_100.jpg,0
./fruits-360/Training/Peach Flat/138_100.jpg,0
./fruits-360/Training/Peach Flat/293_100.jpg,0
./fruits-360/Training/Peach Flat/r_305_100.jpg,0
./fruits-360/Training/Peach Flat/185_100.jpg,0
./fruits-360/Training/Peach Flat/125_100.jpg,0
./fruits-360/Training/Peach Flat/r_18_100.jpg,0
./fruits-360/Training/Peach Flat/230_100.jpg,0
./fruits-360/Training/Peach Flat/236_100.jpg,0
./fruits-360/Training/Peach Flat/r_30_100.jpg,0
./fruits-360/Training/Peach Flat/r_162_100.jpg,0
./fruits-360/Training/Peach Flat/156_100.jpg,0
./fruits-360/Training/Peach Flat/178_100.jpg,0
./fruits-360/Training/Peach Flat/r_108_100.jpg,0
./fruits-360/Training/Peach Flat/136_100.jpg,0
./fruits-360/Training/Peach Flat/r_123_100.jpg,0
./fruits-360/Training/Peach Flat/21_100.jpg,0
./fruits-360/Training/Peach Flat/320_100.jpg,0
./fruits-360/Training/Peach Flat/r_106_100.jpg,0
./fruits-360/Training/Peach Flat/216_100.jpg,0
./fruits-360/Training/Peach Flat/267_100.jpg,0
./fruits-360/Training/Peach Flat/r_211_100.jpg,0
./fruits-360/Training/Peach Flat/r_150_100.jpg,0
./fruits-360/Training/Peach Flat/288_100.jpg,0
./fruits-360/Training/Peach Flat/r_268_100.jpg,0
./fruits-360/Training/Peach Flat/r_128_100.jpg,0
./fruits-360/Training/Peach Flat/273_100.jpg,0
./fruits-360/Training/Peach Flat/r_287_100.jpg,0
./fruits-360/Training/Peach Flat/12_100.jpg,0
./fruits-360/Training/Peach Flat/r_283_100.jpg,0
./fruits-360/Training/Peach Flat/r_232_100.jpg,0
./fruits-360/Training/Peach Flat/r_25_100.jpg,0
./fruits-360/Training/Peach Flat/292_100.jpg,0
./fruits-360/Training/Peach Flat/173_100.jpg,0
./fruits-360/Training/Peach Flat/r_176_100.jpg,0
./fruits-360/Training/Peach Flat/234_100.jpg,0
./fruits-360/Training/Peach Flat/131_100.jpg,0
./fruits-360/Training/Peach Flat/174_100.jpg,0
./fruits-360/Training/Peach Flat/r_217_100.jpg,0
./fruits-360/Training/Peach Flat/r_203_100.jpg,0
./fruits-360/Training/Peach Flat/r_130_100.jpg,0
./fruits-360/Training/Peach Flat/r_229_100.jpg,0
./fruits-360/Training/Peach Flat/289_100.jpg,0
./fruits-360/Training/Peach Flat/221_100.jpg,0
./fruits-360/Training/Peach Flat/r_294_100.jpg,0
./fruits-360/Training/Peach Flat/r_221_100.jpg,0
./fruits-360/Training/Peach Flat/154_100.jpg,0
./fruits-360/Training/Peach Flat/199_100.jpg,0
./fruits-360/Training/Peach Flat/r_169_100.jpg,0
./fruits-360/Training/Peach Flat/192_100.jpg,0
./fruits-360/Training/Peach Flat/115_100.jpg,0
./fruits-360/Training/Peach Flat/r_286_100.jpg,0
./fruits-360/Training/Peach Flat/r_307_100.jpg,0
./fruits-360/Training/Peach Flat/r_206_100.jpg,0
./fruits-360/Training/Peach Flat/r_118_100.jpg,0
./fruits-360/Training/Peach Flat/r_320_100.jpg,0
./fruits-360/Training/Peach Flat/105_100.jpg,0
./fruits-360/Training/Peach Flat/r_110_100.jpg,0
./fruits-360/Training/Peach Flat/317_100.jpg,0
./fruits-360/Training/Peach Flat/252_100.jpg,0
./fruits-360/Training/Peach Flat/r_27_100.jpg,0
./fruits-360/Training/Peach Flat/r_247_100.jpg,0
./fruits-360/Training/Peach Flat/r_242_100.jpg,0
./fruits-360/Training/Peach Flat/r_15_100.jpg,0
./fruits-360/Training/Peach Flat/208_100.jpg,0
./fruits-360/Training/Peach Flat/11_100.jpg,0
./fruits-360/Training/Peach Flat/222_100.jpg,0
./fruits-360/Training/Peach Flat/r_241_100.jpg,0
./fruits-360/Training/Peach Flat/r_172_100.jpg,0
./fruits-360/Training/Peach Flat/210_100.jpg,0
./fruits-360/Training/Peach Flat/r_24_100.jpg,0
./fruits-360/Training/Peach Flat/276_100.jpg,0
./fruits-360/Training/Peach Flat/r_180_100.jpg,0
./fruits-360/Training/Peach Flat/315_100.jpg,0
./fruits-360/Training/Peach Flat/r_158_100.jpg,0
./fruits-360/Training/Peach Flat/297_100.jpg,0
./fruits-360/Training/Peach Flat/256_100.jpg,0
./fruits-360/Training/Peach Flat/202_100.jpg,0
./fruits-360/Training/Peach Flat/172_100.jpg,0
./fruits-360/Training/Peach Flat/r_182_100.jpg,0
./fruits-360/Training/Peach Flat/r_279_100.jpg,0
./fruits-360/Training/Peach Flat/2_100.jpg,0
./fruits-360/Training/Peach Flat/223_100.jpg,0
./fruits-360/Training/Peach Flat/r_207_100.jpg,0
./fruits-360/Training/Peach Flat/r_12_100.jpg,0
./fruits-360/Training/Peach Flat/r_256_100.jpg,0
./fruits-360/Training/Peach Flat/307_100.jpg,0
./fruits-360/Training/Peach Flat/r_223_100.jpg,0
./fruits-360/Training/Peach Flat/274_100.jpg,0
./fruits-360/Training/Peach Flat/203_100.jpg,0
./fruits-360/Training/Peach Flat/r_146_100.jpg,0
./fruits-360/Training/Peach Flat/111_100.jpg,0
./fruits-360/Training/Peach Flat/r_112_100.jpg,0
./fruits-360/Training/Peach Flat/211_100.jpg,0
./fruits-360/Training/Peach Flat/169_100.jpg,0
./fruits-360/Training/Peach Flat/r_306_100.jpg,0
./fruits-360/Training/Peach Flat/162_100.jpg,0
./fruits-360/Training/Peach Flat/r_104_100.jpg,0
./fruits-360/Training/Peach Flat/r_218_100.jpg,0
./fruits-360/Training/Peach Flat/168_100.jpg,0
./fruits-360/Training/Peach Flat/113_100.jpg,0
./fruits-360/Training/Peach Flat/291_100.jpg,0
./fruits-360/Training/Peach Flat/107_100.jpg,0
./fruits-360/Training/Peach Flat/158_100.jpg,0
./fruits-360/Training/Peach Flat/r_196_100.jpg,0
./fruits-360/Training/Peach Flat/196_100.jpg,0
./fruits-360/Training/Peach Flat/28_100.jpg,0
./fruits-360/Training/Peach Flat/r_296_100.jpg,0
./fruits-360/Training/Peach Flat/r_14_100.jpg,0
./fruits-360/Training/Peach Flat/180_100.jpg,0
./fruits-360/Training/Peach Flat/r_267_100.jpg,0
./fruits-360/Training/Peach Flat/r_147_100.jpg,0
./fruits-360/Training/Peach Flat/231_100.jpg,0
./fruits-360/Training/Peach Flat/164_100.jpg,0
./fruits-360/Training/Peach Flat/303_100.jpg,0
./fruits-360/Training/Peach Flat/275_100.jpg,0
./fruits-360/Training/Peach Flat/278_100.jpg,0
./fruits-360/Training/Peach Flat/309_100.jpg,0
./fruits-360/Training/Peach Flat/r_308_100.jpg,0
./fruits-360/Training/Peach Flat/316_100.jpg,0
./fruits-360/Training/Peach Flat/r_164_100.jpg,0
./fruits-360/Training/Peach Flat/248_100.jpg,0
./fruits-360/Training/Peach Flat/r_316_100.jpg,0
./fruits-360/Training/Peach Flat/299_100.jpg,0
./fruits-360/Training/Peach Flat/r_255_100.jpg,0
./fruits-360/Training/Peach Flat/r_10_100.jpg,0
./fruits-360/Training/Peach Flat/r_281_100.jpg,0
./fruits-360/Training/Peach Flat/25_100.jpg,0
./fruits-360/Training/Peach Flat/r_224_100.jpg,0
./fruits-360/Training/Peach Flat/14_100.jpg,0
./fruits-360/Training/Peach Flat/r_114_100.jpg,0
./fruits-360/Training/Peach Flat/r_163_100.jpg,0
./fruits-360/Training/Peach Flat/r_144_100.jpg,0
./fruits-360/Training/Peach Flat/157_100.jpg,0
./fruits-360/Training/Peach Flat/r_297_100.jpg,0
./fruits-360/Training/Peach Flat/r_264_100.jpg,0
./fruits-360/Training/Peach Flat/r_155_100.jpg,0
./fruits-360/Training/Peach Flat/r_26_100.jpg,0
./fruits-360/Training/Peach Flat/287_100.jpg,0
./fruits-360/Training/Peach Flat/r_230_100.jpg,0
./fruits-360/Training/Peach Flat/119_100.jpg,0
./fruits-360/Training/Peach Flat/r_29_100.jpg,0
./fruits-360/Training/Peach Flat/31_100.jpg,0
./fruits-360/Training/Peach Flat/163_100.jpg,0
./fruits-360/Training/Peach Flat/167_100.jpg,0
./fruits-360/Training/Peach Flat/116_100.jpg,0
./fruits-360/Training/Peach Flat/r_165_100.jpg,0
./fruits-360/Training/Peach Flat/13_100.jpg,0
./fruits-360/Training/Peach Flat/r_113_100.jpg,0
./fruits-360/Training/Peach Flat/r_276_100.jpg,0
./fruits-360/Training/Peach Flat/r_121_100.jpg,0
./fruits-360/Training/Peach Flat/23_100.jpg,0
./fruits-360/Training/Peach Flat/209_100.jpg,0
./fruits-360/Training/Peach Flat/r_140_100.jpg,0
./fruits-360/Training/Peach Flat/r_303_100.jpg,0
./fruits-360/Training/Peach Flat/r_111_100.jpg,0
./fruits-360/Training/Peach Flat/245_100.jpg,0
./fruits-360/Training/Peach Flat/269_100.jpg,0
./fruits-360/Training/Peach Flat/r_265_100.jpg,0
./fruits-360/Training/Peach Flat/183_100.jpg,0
./fruits-360/Training/Peach Flat/150_100.jpg,0
./fruits-360/Training/Peach Flat/r_317_100.jpg,0
./fruits-360/Training/Peach Flat/260_100.jpg,0
./fruits-360/Training/Peach Flat/153_100.jpg,0
./fruits-360/Training/Peach Flat/r_299_100.jpg,0
./fruits-360/Training/Peach Flat/283_100.jpg,0
./fruits-360/Training/Peach Flat/r_220_100.jpg,0
./fruits-360/Training/Peach Flat/r_226_100.jpg,0
./fruits-360/Training/Peach Flat/r_200_100.jpg,0
./fruits-360/Training/Peach Flat/r_254_100.jpg,0
./fruits-360/Training/Peach Flat/244_100.jpg,0
./fruits-360/Training/Peach Flat/r_188_100.jpg,0
./fruits-360/Training/Peach Flat/133_100.jpg,0
./fruits-360/Training/Peach Flat/r_177_100.jpg,0
./fruits-360/Training/Peach Flat/191_100.jpg,0
./fruits-360/Training/Peach Flat/r_187_100.jpg,0
./fruits-360/Training/Peach Flat/137_100.jpg,0
./fruits-360/Training/Peach Flat/140_100.jpg,0
./fruits-360/Training/Peach Flat/r_141_100.jpg,0
./fruits-360/Training/Peach Flat/141_100.jpg,0
./fruits-360/Training/Peach Flat/r_202_100.jpg,0
./fruits-360/Training/Peach Flat/238_100.jpg,0
./fruits-360/Training/Peach Flat/r_311_100.jpg,0
./fruits-360/Training/Peach Flat/r_318_100.jpg,0
./fruits-360/Training/Peach Flat/206_100.jpg,0
./fruits-360/Training/Peach Flat/r_290_100.jpg,0
./fruits-360/Training/Peach Flat/219_100.jpg,0
./fruits-360/Training/Peach Flat/152_100.jpg,0
./fruits-360/Training/Peach Flat/r_313_100.jpg,0
./fruits-360/Training/Peach Flat/r_246_100.jpg,0
./fruits-360/Training/Peach Flat/r_227_100.jpg,0
./fruits-360/Training/Peach Flat/r_102_100.jpg,0
./fruits-360/Training/Peach Flat/r_16_100.jpg,0
./fruits-360/Training/Peach Flat/r_208_100.jpg,0
./fruits-360/Training/Peach Flat/r_132_100.jpg,0
./fruits-360/Training/Peach Flat/r_209_100.jpg,0
./fruits-360/Training/Peach Flat/r_143_100.jpg,0
./fruits-360/Training/Peach Flat/r_263_100.jpg,0
./fruits-360/Training/Peach Flat/r_275_100.jpg,0
./fruits-360/Training/Peach Flat/r_315_100.jpg,0
./fruits-360/Training/Peach Flat/143_100.jpg,0
./fruits-360/Training/Peach Flat/r_201_100.jpg,0
./fruits-360/Training/Peach Flat/r_269_100.jpg,0
./fruits-360/Training/Peach Flat/0_100.jpg,0
./fruits-360/Training/Peach Flat/r_210_100.jpg,0
./fruits-360/Training/Peach Flat/r_173_100.jpg,0
./fruits-360/Training/Peach Flat/r_19_100.jpg,0
./fruits-360/Training/Peach Flat/265_100.jpg,0
./fruits-360/Training/Peach Flat/r_309_100.jpg,0
./fruits-360/Training/Peach Flat/r_304_100.jpg,0
./fruits-360/Training/Peach Flat/253_100.jpg,0
./fruits-360/Training/Peach Flat/102_100.jpg,0
./fruits-360/Training/Peach Flat/r_161_100.jpg,0
./fruits-360/Training/Peach Flat/r_127_100.jpg,0
./fruits-360/Training/Peach Flat/190_100.jpg,0
./fruits-360/Training/Peach Flat/r_293_100.jpg,0
./fruits-360/Training/Peach Flat/r_142_100.jpg,0
./fruits-360/Training/Nectarine/108_100.jpg,1
./fruits-360/Training/Nectarine/300_100.jpg,1
./fruits-360/Training/Nectarine/r_261_100.jpg,1
./fruits-360/Training/Nectarine/r_122_100.jpg,1
./fruits-360/Training/Nectarine/r_198_100.jpg,1
./fruits-360/Training/Nectarine/200_100.jpg,1
./fruits-360/Training/Nectarine/262_100.jpg,1
